STA,datetime,Alnus,Betula,Quercus,Poaceae,alnus,betula,carpinus,corylus,cupressus,fagus,fraxinus,pinaceae,platanus,poaceae,populus,quercus,taxus,ulmus,PM10,mean_wind_dir,mean_wind_vel,max_wind_vel,sum_prec,mean_temp,max_temp,mean_RH,min_RH,max_RH,year
Lugano,2023-12-08,0.00,0.00,0.00,0.00,0.28,2.14,0.00,0.29,1.33,0.00,0.00,0.05,0.32,2.50,0.20,1.24,1.13,0.00,9.4,346.00,0.80,6.00,2.70,3.80,5.00,82.10,56.30,95.00,2023.00
Lugano,2023-12-09,0.00,0.00,0.00,0.00,0.14,1.19,0.00,0.00,3.09,0.00,0.20,0.05,0.14,5.33,0.05,0.18,0.47,0.00,12.6,346.00,1.10,4.80,2.80,5.00,6.40,84.10,73.70,98.20,2023.00
Lugano,2023-12-10,0.00,0.00,0.00,0.00,0.00,0.48,0.00,0.29,2.94,0.00,0.00,0.05,0.09,6.17,0.15,1.77,0.97,0.00,8.8,339.00,1.40,5.70,1.20,6.10,11.30,82.40,61.00,97.50,2023.00
Lugano,2023-12-11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.17,0.00,0.00,0.00,0.17,0.00,0.18,0.07,0.00,9.2,315.00,1.30,6.30,0.30,7.90,12.20,78.40,60.80,89.70,2023.00
Lugano,2023-12-12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.8,270.00,0.90,4.40,1.00,6.70,9.00,88.00,74.20,97.90,2023.00
Lugano,2023-12-13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.3,297.00,0.90,4.40,0.30,7.90,9.30,90.60,83.40,98.50,2023.00
Lugano,2023-12-14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.4,13.00,2.00,10.80,0.00,8.10,15.30,64.20,24.80,90.50,2023.00
Lugano,2023-12-15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.8,27.00,4.40,20.80,0.00,10.50,14.60,39.90,20.10,77.00,2023.00
Lugano,2023-12-16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,353.00,1.10,3.60,0.00,5.20,9.80,66.10,52.00,80.90,2023.00
Lugano,2023-12-17,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.8,344.00,1.10,3.40,0.00,4.60,9.00,75.30,56.40,85.50,2023.00
Lugano,2023-12-18,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.5,354.00,1.00,2.90,0.00,5.90,9.90,71.30,56.70,80.80,2023.00
Lugano,2023-12-19,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.2,351.00,0.80,4.00,0.00,6.10,9.90,70.50,51.80,78.20,2023.00
Lugano,2023-12-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.9,16.00,2.40,14.10,0.00,9.90,17.70,49.10,16.50,79.40,2023.00
Lugano,2023-12-21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.1,360.00,1.20,9.80,0.00,8.00,12.10,57.80,28.50,71.80,2023.00
Lugano,2023-12-22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.0,355.00,3.10,19.50,0.00,11.80,16.80,48.20,26.10,78.30,2023.00
Lugano,2023-12-23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.1,346.00,1.80,9.80,0.00,12.30,21.30,41.10,11.70,74.80,2023.00
Lugano,2023-12-24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.9,16.00,1.50,9.60,0.00,11.10,17.10,45.60,15.80,78.00,2023.00
Lugano,2023-12-25,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.4,270.00,0.40,2.80,0.00,7.90,10.80,77.80,65.10,88.40,2023.00
Lugano,2023-12-26,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.0,360.00,0.40,2.50,0.00,7.90,10.40,87.00,75.40,93.30,2023.00
Lugano,2023-12-27,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.0,315.00,0.70,2.50,0.00,7.30,11.30,82.10,62.60,90.30,2023.00
Lugano,2023-12-28,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.0,270.00,0.70,4.30,0.00,8.10,9.10,73.40,61.00,81.70,2023.00
Lugano,2023-12-29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.7,90.00,0.50,3.70,0.00,8.40,9.20,74.80,65.10,83.70,2023.00
Lugano,2023-12-30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.4,360.00,0.90,4.40,0.00,7.40,10.60,80.00,66.50,85.90,2023.00
Lugano,2023-12-31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NaN,135.00,1.10,6.00,10.40,6.90,8.10,93.40,79.80,99.10,2023.00
Lugano,2024-01-01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.0,350.00,1.40,3.90,0.00,4.80,8.90,83.80,65.50,98.30,2024.00
Lugano,2024-01-02,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.7,346.00,1.00,4.30,0.00,5.20,7.90,70.50,52.80,81.70,2024.00
Lugano,2024-01-03,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.6,346.00,1.00,3.70,0.00,6.00,8.80,76.70,59.70,83.60,2024.00
Lugano,2024-01-04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.5,349.00,1.60,7.40,0.00,6.00,10.70,74.30,59.50,87.30,2024.00
Lugano,2024-01-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.3,323.00,0.80,4.50,38.80,4.70,6.90,85.20,64.90,99.00,2024.00
Lugano,2024-01-06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.7,356.00,2.60,15.90,1.50,7.10,11.90,76.30,28.50,99.40,2024.00
Lugano,2024-01-07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.2,27.00,5.20,15.40,0.00,10.80,12.50,35.30,24.40,70.00,2024.00
Lugano,2024-01-08,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.2,121.00,1.10,7.60,0.00,7.60,8.80,70.00,54.30,81.70,2024.00
Lugano,2024-01-09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.4,221.00,1.70,7.80,1.00,5.80,7.60,76.10,65.70,92.00,2024.00
Lugano,2024-01-10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.6,207.00,1.50,5.50,0.10,4.40,5.30,78.70,70.30,92.70,2024.00
Lugano,2024-01-11,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.7,360.00,1.10,4.90,0.00,4.20,6.80,78.00,64.30,88.20,2024.00
Lugano,2024-01-12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.7,352.00,1.10,3.40,0.00,3.40,8.70,78.00,52.90,89.10,2024.00
Lugano,2024-01-13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.6,342.00,1.10,3.20,0.00,2.70,7.40,76.50,54.80,86.60,2024.00
Lugano,2024-01-14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.0,342.00,0.90,3.30,0.00,3.00,6.00,69.40,53.10,80.10,2024.00
Lugano,2024-01-15,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.6,360.00,1.10,7.70,0.00,4.40,8.00,74.50,37.10,86.90,2024.00
Lugano,2024-01-16,0.00,0.00,0.00,0.00,0.42,2.14,0.18,1.43,1.32,0.00,0.20,0.00,0.36,4.83,0.25,0.89,1.13,0.08,23.9,333.00,1.20,5.30,0.00,3.90,8.30,66.20,49.30,81.50,2024.00
Lugano,2024-01-17,0.00,0.00,0.00,0.00,0.69,3.13,0.00,1.71,6.48,0.00,0.40,0.00,1.32,10.84,0.20,1.33,2.64,0.54,27.4,360.00,0.90,3.60,5.70,3.60,4.70,84.30,68.60,97.90,2024.00
Lugano,2024-01-18,0.00,0.00,0.00,0.00,0.00,0.95,0.18,0.00,2.80,0.00,0.00,0.05,1.18,3.83,0.25,0.53,1.53,0.00,14.1,333.00,0.90,5.60,0.10,5.00,7.00,90.30,80.40,98.50,2024.00
Lugano,2024-01-19,1.00,0.00,0.00,0.00,6.39,7.86,1.27,13.43,2.50,2.33,1.20,0.37,1.14,46.00,2.16,7.44,5.17,1.93,7.6,358.00,4.90,22.10,0.00,6.10,9.80,49.50,15.40,97.10,2024.00
Lugano,2024-01-20,0.00,0.00,0.00,0.00,3.89,9.05,0.00,6.00,0.88,0.00,0.40,0.16,0.27,8.67,0.55,3.45,4.43,0.69,9.7,352.00,1.40,4.60,0.00,1.70,6.60,51.10,27.20,70.90,2024.00
Lugano,2024-01-21,0.00,0.00,0.00,0.00,1.11,5.00,0.00,3.14,0.15,0.00,0.00,0.00,0.36,3.00,0.30,2.12,1.97,0.31,10.3,347.00,1.30,3.80,0.00,1.00,5.20,52.60,38.90,64.30,2024.00
Lugano,2024-01-22,0.00,0.00,0.00,0.00,2.10,12.42,0.00,4.37,0.29,0.17,1.12,0.00,1.36,5.73,1.42,7.33,5.46,0.71,21.6,346.00,1.20,4.40,0.00,2.40,6.20,50.40,35.80,63.90,2024.00
Lugano,2024-01-23,4.00,0.00,0.00,0.00,10.76,12.03,0.36,36.62,6.20,0.00,2.40,0.00,0.91,51.34,2.25,7.89,7.43,5.17,20.2,31.00,2.20,12.70,0.00,6.10,16.60,56.20,14.40,74.80,2024.00
Lugano,2024-01-24,4.00,0.00,0.00,0.00,11.48,9.76,0.00,26.96,14.90,0.50,1.40,0.11,0.97,41.14,1.86,4.01,5.53,4.20,29.9,342.00,0.80,3.30,0.00,5.30,9.10,70.80,53.80,78.30,2024.00
Lugano,2024-01-25,24.00,0.00,0.00,0.00,41.81,15.73,0.36,115.47,37.84,0.50,9.80,0.21,1.23,92.88,4.20,6.02,8.50,11.87,43.2,194.00,1.40,12.40,0.00,7.50,15.80,74.10,47.80,86.50,2024.00
Lugano,2024-01-26,14.00,0.00,0.00,0.00,19.72,6.91,0.00,46.01,11.48,0.00,5.20,0.05,0.91,15.17,1.85,3.28,3.67,4.86,42.7,360.00,0.80,5.70,0.00,6.40,11.00,79.10,55.70,91.30,2024.00
Lugano,2024-01-27,20.00,0.00,0.00,0.00,59.31,15.01,0.36,172.04,84.51,0.33,12.40,0.26,1.00,37.50,4.60,9.21,11.57,8.94,16.0,360.00,1.40,7.80,0.00,9.80,15.50,49.20,22.80,72.50,2024.00
Lugano,2024-01-28,9.00,0.00,0.00,0.00,28.47,7.15,0.00,63.73,11.48,0.17,3.40,0.00,0.36,14.50,2.60,4.25,4.73,3.55,17.0,342.00,1.20,5.90,0.00,6.30,12.00,58.60,35.50,73.40,2024.00
Lugano,2024-01-29,3.00,0.00,0.00,0.00,19.37,11.64,0.18,40.50,4.56,0.17,2.00,0.00,0.83,8.97,1.72,4.82,5.01,3.78,18.4,338.00,0.90,2.60,0.00,4.90,8.70,66.40,43.70,77.50,2024.00
Lugano,2024-01-30,9.00,0.00,0.00,0.00,7.10,6.94,0.00,14.86,2.08,0.00,0.40,0.11,0.82,6.75,1.07,4.25,4.40,1.01,21.6,342.00,0.80,2.20,0.00,5.00,8.70,68.20,45.40,77.10,2024.00
Lugano,2024-01-31,16.00,0.00,0.00,1.00,16.08,10.08,0.00,21.43,1.91,0.29,1.00,0.05,0.99,5.33,1.06,5.84,4.09,0.85,22.8,351.00,0.80,2.70,0.00,5.10,8.50,69.80,52.30,80.50,2024.00
Lugano,2024-02-01,50.00,0.00,0.00,1.00,76.33,13.19,0.00,112.29,4.84,0.00,5.41,0.16,0.77,22.15,1.86,8.28,6.79,8.25,23.1,360.00,0.90,2.90,0.00,5.40,9.80,71.60,54.00,80.10,2024.00
Lugano,2024-02-02,96.00,0.00,0.00,0.00,179.15,21.92,0.18,126.46,32.41,0.33,10.88,0.21,2.14,25.03,4.31,7.62,34.83,7.48,19.9,18.00,1.00,5.30,0.00,7.60,12.30,62.50,38.20,81.40,2024.00
Lugano,2024-02-03,252.00,0.00,0.00,0.00,308.61,25.25,0.36,138.31,32.39,0.00,15.00,0.16,1.96,28.17,3.80,9.03,37.60,10.95,17.4,360.00,0.60,5.30,0.00,8.60,13.20,69.50,44.80,87.90,2024.00
Lugano,2024-02-04,320.00,0.00,0.00,1.00,637.79,41.02,0.00,198.23,31.60,0.17,19.43,0.32,4.97,37.35,7.42,11.11,94.08,12.95,13.4,360.00,0.70,3.70,0.00,8.50,13.80,68.40,36.50,91.30,2024.00
Lugano,2024-02-05,229.00,0.00,0.00,0.00,728.87,49.08,0.55,176.83,81.13,0.62,21.10,0.40,5.47,43.20,9.27,12.72,118.69,15.01,21.7,360.00,1.30,7.10,0.00,9.20,16.60,68.60,39.30,88.90,2024.00
Lugano,2024-02-06,53.00,0.00,0.00,0.00,66.11,11.67,0.00,27.73,19.73,0.17,4.60,0.00,1.41,15.67,2.05,2.21,8.50,3.55,22.4,153.00,0.50,2.80,0.00,8.70,11.10,84.00,72.00,94.10,2024.00
Lugano,2024-02-07,211.00,0.00,0.00,0.00,242.75,21.46,0.00,52.29,11.80,0.17,10.63,0.05,2.59,14.18,1.90,6.12,24.11,5.41,25.3,180.00,0.40,2.90,0.00,9.00,12.00,77.80,52.40,94.50,2024.00
Lugano,2024-02-08,142.00,0.00,0.00,0.00,181.41,15.72,0.00,44.01,17.14,0.00,9.60,0.05,7.13,23.34,1.60,3.72,20.07,4.32,18.8,0.00,0.80,4.70,1.10,7.90,11.90,78.70,58.20,99.40,2024.00
Lugano,2024-02-09,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.26,0.00,0.00,0.00,1.69,71.18,0.05,0.18,1.20,0.00,9.2,90.00,1.00,5.40,33.70,8.30,9.40,96.90,92.20,98.90,2024.00
Lugano,2024-02-10,1.00,0.00,0.00,0.00,0.42,0.24,0.00,0.00,31.55,0.00,0.20,0.00,0.73,75.49,0.00,0.09,0.67,0.00,3.2,277.00,0.90,3.70,27.50,7.40,8.00,95.50,91.30,98.60,2024.00
Lugano,2024-02-11,153.00,0.00,0.00,0.00,198.89,7.38,0.00,5.14,14.13,0.00,1.00,0.05,0.32,23.17,1.10,1.95,7.07,9.71,4.4,297.00,0.70,3.40,6.10,7.40,10.30,90.20,76.60,97.90,2024.00
Lugano,2024-02-12,347.00,0.00,0.00,0.00,854.81,48.83,0.18,28.86,26.35,0.17,40.80,0.05,3.00,29.39,3.35,4.07,73.47,14.56,8.9,270.00,1.20,5.90,0.00,7.30,11.40,77.00,55.80,85.20,2024.00
Lugano,2024-02-13,695.00,0.00,0.00,0.00,912.71,89.75,0.18,60.62,134.62,0.33,19.73,0.42,15.29,70.91,8.05,10.19,393.85,24.06,8.9,45.00,1.00,5.50,0.00,7.90,12.20,66.90,40.90,87.90,2024.00
Lugano,2024-02-14,416.00,0.00,0.00,0.00,596.12,64.32,0.00,49.15,179.47,0.00,11.60,0.11,7.55,73.67,17.85,6.64,180.84,21.20,10.7,333.00,0.80,3.30,0.00,7.50,11.70,67.80,44.20,81.00,2024.00
Lugano,2024-02-15,188.00,0.00,0.00,0.00,220.14,20.96,0.18,14.86,39.46,0.00,3.80,0.11,4.01,24.67,4.95,6.38,77.18,10.71,13.5,360.00,0.60,2.90,0.00,7.20,11.00,73.60,53.00,89.10,2024.00
Lugano,2024-02-16,238.00,0.00,0.00,0.00,253.47,20.48,0.00,11.14,23.11,0.17,4.60,0.05,2.64,20.67,2.40,3.19,49.30,12.33,21.8,0.00,0.60,2.80,0.00,8.10,12.60,78.00,51.90,92.30,2024.00
Lugano,2024-02-17,NaN,NaN,NaN,NaN,597.78,51.93,0.00,52.58,52.85,0.00,17.20,0.21,8.37,44.33,4.85,5.93,141.57,28.60,23.7,270.00,0.50,1.80,0.00,8.50,13.10,79.20,59.00,91.70,2024.00
Lugano,2024-02-18,NaN,NaN,NaN,NaN,540.97,57.20,0.00,27.43,203.97,0.67,16.89,0.21,7.44,83.78,12.98,6.02,173.01,29.44,35.4,207.00,0.90,5.80,0.00,9.60,14.90,75.90,49.60,93.30,2024.00
Lugano,2024-02-19,NaN,NaN,NaN,NaN,249.90,51.44,0.00,28.51,523.14,0.85,18.55,0.06,10.22,110.18,9.18,6.66,253.67,33.69,31.3,31.00,2.30,13.10,0.00,12.10,20.40,55.50,16.30,90.80,2024.00
Lugano,2024-02-20,NaN,NaN,NaN,NaN,146.43,68.20,0.00,14.75,884.51,0.17,25.93,0.21,11.91,205.30,27.45,7.48,298.66,26.97,4.4,13.00,2.70,13.00,0.00,12.40,18.70,40.20,13.10,77.60,2024.00
Lugano,2024-02-21,41.00,0.00,0.00,3.00,127.93,29.44,0.00,18.62,157.27,0.33,13.03,0.11,3.96,70.74,7.26,6.39,76.96,24.81,17.8,180.00,1.20,6.00,0.00,9.30,13.40,56.00,34.00,88.30,2024.00
Lugano,2024-02-22,14.00,0.00,0.00,0.00,27.08,6.19,0.00,2.29,65.94,0.33,5.60,0.00,3.78,84.03,2.30,2.48,25.60,6.48,34.8,135.00,0.90,4.80,19.30,8.10,9.50,90.60,74.60,98.90,2024.00
Lugano,2024-02-23,5.00,0.00,0.00,0.00,2.36,1.67,0.00,0.29,48.44,0.17,0.40,0.00,0.82,67.39,0.05,1.68,2.61,0.15,4.3,108.00,1.90,8.90,24.40,6.20,9.20,90.20,70.60,98.50,2024.00
Lugano,2024-02-24,4.00,0.00,0.00,0.00,11.53,1.91,0.00,0.29,35.19,0.00,7.00,0.00,0.77,23.33,0.45,0.89,8.73,1.54,5.2,346.00,1.30,10.70,12.60,5.20,7.50,86.10,72.50,96.30,2024.00
Lugano,2024-02-25,1.00,0.00,0.00,0.00,2.08,0.95,0.00,0.00,7.21,0.00,1.20,0.11,0.27,11.00,0.25,0.97,1.57,2.08,9.0,120.00,1.50,7.30,3.10,6.40,8.50,86.60,72.60,95.40,2024.00
Lugano,2024-02-26,0.00,0.00,0.00,0.00,0.14,0.24,0.00,0.00,26.50,0.17,0.20,0.00,0.64,56.67,0.05,0.00,0.73,0.00,7.7,338.00,1.10,5.30,24.10,3.90,6.10,94.50,84.20,98.30,2024.00
Lugano,2024-02-27,0.00,0.00,0.00,0.00,0.28,0.48,0.00,0.29,62.02,0.00,0.80,0.00,0.91,128.69,0.00,0.35,1.17,0.00,7.9,333.00,0.60,3.30,26.80,5.90,7.60,96.30,92.10,98.60,2024.00
Lugano,2024-02-28,49.00,0.00,0.00,0.00,23.33,7.38,0.55,1.71,11.48,0.17,15.40,0.00,9.10,22.33,0.70,3.45,9.30,3.47,9.2,270.00,0.70,3.10,3.10,9.30,12.00,90.60,78.70,98.70,2024.00
Lugano,2024-02-29,27.00,0.00,0.00,0.00,32.09,13.82,0.91,4.57,113.80,1.50,46.20,0.21,20.15,60.17,5.00,2.12,34.13,6.86,18.9,297.00,0.70,5.30,3.80,9.90,13.10,89.00,73.60,98.20,2024.00
Lugano,2024-03-01,0.00,0.00,0.00,0.00,0.97,1.91,0.00,0.00,401.82,0.00,1.02,0.00,1.29,134.50,0.42,0.53,36.82,0.31,8.6,304.00,1.10,7.30,25.50,8.20,9.60,94.40,81.80,98.60,2024.00
Lugano,2024-03-02,0.00,0.00,0.00,0.00,0.42,0.24,0.00,0.00,23.56,0.00,0.00,0.00,0.41,34.86,0.05,0.44,0.63,0.15,7.8,288.00,0.80,3.50,10.80,7.90,9.00,95.70,90.30,98.60,2024.00
Lugano,2024-03-03,4.00,0.00,0.00,0.00,4.17,2.62,0.00,0.29,186.97,0.00,2.00,0.00,2.05,60.83,1.90,0.18,14.03,0.69,10.4,315.00,1.70,10.60,4.80,8.80,10.80,89.10,66.00,96.40,2024.00
Lugano,2024-03-04,70.00,0.00,0.00,0.00,85.69,15.79,0.00,4.29,101.56,0.50,48.66,0.11,2.82,40.37,3.12,1.86,29.87,6.79,10.2,196.00,1.50,7.90,0.00,9.90,13.70,79.90,60.30,91.10,2024.00
Lugano,2024-03-05,27.00,0.00,0.00,0.00,32.99,13.02,0.00,3.43,306.76,0.00,26.87,0.05,3.93,77.08,6.28,3.37,110.09,4.63,11.6,354.00,1.60,12.30,8.80,8.40,10.90,84.00,67.90,94.10,2024.00
Lugano,2024-03-06,24.00,0.00,0.00,0.00,36.53,16.91,0.00,3.14,345.97,0.17,37.60,0.00,1.68,94.83,11.50,2.83,45.07,4.16,5.0,149.00,3.40,17.50,0.10,8.80,12.40,73.00,47.20,91.50,2024.00
Lugano,2024-03-07,8.00,0.00,0.00,0.00,14.58,13.34,0.18,1.71,19.58,0.67,42.40,0.16,1.27,19.33,2.82,3.63,13.94,3.70,13.5,135.00,1.10,6.10,0.00,8.40,13.30,69.40,46.90,83.20,2024.00
Lugano,2024-03-08,7.00,0.00,0.00,1.00,11.94,11.91,0.00,1.43,206.85,0.67,28.80,0.11,2.09,53.50,5.40,1.95,39.27,2.47,30.7,189.00,1.10,6.40,4.20,8.60,10.80,80.90,60.00,94.90,2024.00
Lugano,2024-03-09,0.00,0.00,0.00,0.00,0.28,0.48,0.00,0.00,5.74,0.00,0.40,0.00,0.23,12.00,0.10,0.62,0.53,0.00,9.1,214.00,0.70,3.10,4.70,6.60,7.50,92.70,87.60,96.90,2024.00
Lugano,2024-03-10,0.00,0.00,0.00,0.00,0.14,0.24,0.00,0.00,41.41,0.00,0.40,0.00,1.05,85.91,0.00,0.18,1.00,0.00,11.1,311.00,1.30,6.30,48.20,6.10,7.20,95.10,89.30,98.30,2024.00
Lugano,2024-03-11,3.00,0.00,0.00,0.00,5.28,2.86,0.00,2.00,12.84,0.00,30.00,0.05,0.45,24.05,1.35,1.42,7.07,4.55,7.9,207.00,1.30,4.90,2.80,8.60,13.40,77.60,48.20,98.40,2024.00
Lugano,2024-03-12,0.00,1.00,0.00,0.00,17.25,16.20,0.00,5.14,256.28,0.83,64.61,0.00,4.05,88.52,8.47,4.43,43.61,6.48,5.9,25.00,2.70,13.40,0.00,11.70,18.60,47.60,19.90,77.20,2024.00
Lugano,2024-03-13,7.00,0.00,3.00,1.00,33.63,30.49,0.18,3.71,166.08,0.33,80.41,0.26,2.50,70.51,19.31,7.88,55.51,7.63,12.5,171.00,1.30,7.30,0.00,11.20,16.50,60.20,38.20,82.60,2024.00
Lugano,2024-03-14,5.00,0.00,0.00,1.00,19.31,16.91,0.18,5.43,29.00,0.83,72.40,0.16,2.09,31.00,7.85,4.69,20.14,4.93,24.9,187.00,1.30,7.70,0.00,10.80,15.90,72.20,51.40,88.10,2024.00
Lugano,2024-03-15,9.00,0.00,1.00,4.00,16.31,13.53,0.00,3.71,32.16,0.34,80.53,0.05,1.55,27.67,5.05,4.61,15.35,4.24,21.9,184.00,1.40,7.80,0.00,11.20,14.10,79.20,62.40,94.80,2024.00
Lugano,2024-03-16,5.00,0.00,1.00,0.00,20.14,15.24,0.00,3.43,35.78,0.33,177.40,0.05,2.55,24.67,4.40,3.01,29.03,5.70,14.6,135.00,1.20,8.20,0.00,12.90,18.60,66.90,25.50,92.60,2024.00
Lugano,2024-03-17,1.00,3.00,1.00,0.00,31.95,17.39,0.00,6.29,36.36,0.17,331.42,0.32,2.87,36.83,8.00,5.58,25.50,8.48,9.6,360.00,0.60,3.80,0.00,12.00,17.10,60.90,35.90,89.40,2024.00
Lugano,2024-03-18,0.00,15.00,0.00,1.00,24.44,16.44,0.00,3.71,28.56,0.33,320.00,0.05,3.37,25.50,5.90,5.22,17.27,5.16,14.8,169.00,1.10,4.80,0.00,12.10,17.10,72.20,46.00,89.90,2024.00
Lugano,2024-03-19,1.00,27.00,3.00,1.00,31.39,20.96,0.00,8.86,35.77,0.50,339.60,0.11,4.78,44.67,6.35,7.53,29.43,5.55,19.0,188.00,2.50,9.40,0.00,12.30,16.60,70.80,52.80,87.70,2024.00
Lugano,2024-03-20,1.00,5.00,5.00,4.00,15.70,18.10,0.36,3.18,17.67,0.33,192.86,0.05,4.69,38.53,4.05,6.38,15.67,3.70,35.8,188.00,1.10,4.70,0.20,12.80,16.10,77.70,55.50,96.90,2024.00
Lugano,2024-03-21,NaN,NaN,NaN,NaN,49.84,42.89,0.55,6.59,30.26,0.67,252.98,0.11,10.34,31.52,6.31,11.89,25.75,5.41,18.9,24.00,1.80,15.30,0.00,14.70,23.30,58.90,20.10,88.40,2024.00
Lugano,2024-03-22,NaN,NaN,NaN,NaN,77.51,46.75,0.36,20.00,42.17,0.34,348.50,0.27,5.68,73.87,10.67,20.10,25.83,8.79,25.4,180.00,1.80,9.30,0.00,13.30,18.10,63.70,45.30,87.80,2024.00
Lugano,2024-03-23,NaN,NaN,NaN,NaN,69.44,67.17,0.55,15.45,46.52,1.51,275.62,0.63,14.83,58.68,7.20,14.08,26.57,5.24,22.1,4.00,2.70,13.80,0.60,13.00,18.60,56.00,13.00,89.00,2024.00
